pair_id,label,annotator,note,timestamp
1,0,anonymous,,2026-03-19T12:34:54
2,0,anonymous,,2026-03-19T12:34:54
3,2,anonymous,,2026-03-19T12:34:56
4,0,anonymous,,2026-03-19T12:34:58
5,0,anonymous,,2026-03-19T12:34:59
6,1,anonymous,,2026-03-19T12:35:00
7,0,anonymous,,2026-03-19T12:35:05
8,0,anonymous,,2026-03-19T12:35:06
9,1,anonymous,,2026-03-19T12:35:07
10,0,anonymous,,2026-03-19T12:35:08
11,0,anonymous,,2026-03-19T12:35:09
12,2,anonymous,,2026-03-19T12:35:10
13,0,anonymous,,2026-03-19T12:35:12
14,0,anonymous,,2026-03-19T12:35:12
15,2,anonymous,,2026-03-19T12:35:15
16,0,anonymous,,2026-03-19T12:35:16
17,1,anonymous,,2026-03-19T12:35:21
18,1,anonymous,,2026-03-19T12:35:23
19,0,anonymous,,2026-03-19T12:35:23
20,2,anonymous,,2026-03-19T12:35:25
21,2,anonymous,,2026-03-19T12:35:26
22,0,anonymous,,2026-03-19T12:35:27
23,0,anonymous,,2026-03-19T12:35:31
24,1,anonymous,,2026-03-19T12:35:33
25,1,anonymous,,2026-03-19T12:35:34
26,0,anonymous,,2026-03-19T12:35:35
27,2,anonymous,,2026-03-19T12:35:36
28,0,anonymous,,2026-03-19T12:35:37
29,0,anonymous,,2026-03-19T12:35:38
30,1,anonymous,,2026-03-19T12:35:39
31,0,anonymous,,2026-03-19T12:35:40
32,0,anonymous,,2026-03-19T12:35:41
33,2,anonymous,,2026-03-19T12:35:42
34,0,anonymous,,2026-03-19T12:35:43
35,0,anonymous,,2026-03-19T12:35:44
36,1,anonymous,,2026-03-19T12:35:45
37,0,anonymous,,2026-03-19T12:35:46
38,0,anonymous,,2026-03-19T12:35:47
39,2,anonymous,,2026-03-19T12:35:48
40,0,anonymous,,2026-03-19T12:35:49
41,0,anonymous,,2026-03-19T12:35:51
42,2,anonymous,,2026-03-19T12:35:52
43,0,anonymous,,2026-03-19T12:35:53
44,0,anonymous,,2026-03-19T12:35:55
45,1,anonymous,,2026-03-19T12:35:57
46,0,anonymous,,2026-03-19T12:35:59
47,0,anonymous,,2026-03-19T12:36:00
48,1,anonymous,,2026-03-19T12:36:02
49,0,anonymous,,2026-03-19T12:36:03
50,0,anonymous,,2026-03-19T12:36:04
51,1,anonymous,,2026-03-19T12:36:05
52,0,anonymous,,2026-03-19T12:36:06
53,1,anonymous,,2026-03-19T12:36:08
54,2,anonymous,,2026-03-19T12:36:09
55,0,anonymous,,2026-03-19T12:36:11
56,0,anonymous,,2026-03-19T12:36:12
57,1,anonymous,,2026-03-19T12:36:13
58,0,anonymous,,2026-03-19T12:36:14
59,1,anonymous,,2026-03-19T12:36:16
60,2,anonymous,,2026-03-19T12:36:17
61,0,anonymous,,2026-03-19T12:36:19
62,0,anonymous,,2026-03-19T12:36:20
63,1,anonymous,,2026-03-19T12:36:23
64,0,anonymous,,2026-03-19T12:36:24
65,0,anonymous,,2026-03-19T12:36:24
66,1,anonymous,,2026-03-19T12:36:27
67,0,anonymous,,2026-03-19T12:36:27
68,0,anonymous,,2026-03-19T12:36:28
69,3,anonymous,,2026-03-19T12:36:37
70,0,anonymous,,2026-03-19T12:36:38
71,0,anonymous,,2026-03-19T12:36:38
72,2,anonymous,,2026-03-19T12:36:42
73,0,anonymous,,2026-03-19T12:36:43
74,0,anonymous,,2026-03-19T12:36:44
75,1,anonymous,,2026-03-19T12:36:46
76,0,anonymous,,2026-03-19T12:36:46
77,0,anonymous,,2026-03-19T12:36:47
78,2,anonymous,,2026-03-19T12:36:49
79,0,anonymous,,2026-03-19T12:36:49
80,0,anonymous,,2026-03-19T12:36:50
81,3,anonymous,,2026-03-19T12:36:53
82,0,anonymous,,2026-03-19T12:36:54
83,0,anonymous,,2026-03-19T12:36:55
84,2,anonymous,,2026-03-19T12:36:56
85,0,anonymous,,2026-03-19T12:36:57
86,0,anonymous,,2026-03-19T12:36:58
87,1,anonymous,,2026-03-19T12:36:59
88,0,anonymous,,2026-03-19T12:36:59
89,0,anonymous,,2026-03-19T12:37:01
90,1,anonymous,,2026-03-19T12:37:02
91,0,anonymous,,2026-03-19T12:37:03
92,0,anonymous,,2026-03-19T12:37:04
93,2,anonymous,,2026-03-19T12:37:06
94,0,anonymous,,2026-03-19T12:37:07
95,0,anonymous,,2026-03-19T12:37:08
96,2,anonymous,,2026-03-19T12:37:10
97,0,anonymous,,2026-03-19T12:37:11
98,0,anonymous,,2026-03-19T12:37:12
99,2,anonymous,,2026-03-19T12:37:13
100,0,anonymous,,2026-03-19T12:37:13
101,0,anonymous,,2026-03-19T12:37:14
102,2,anonymous,,2026-03-19T12:37:16
103,0,anonymous,,2026-03-19T12:37:16
104,0,anonymous,,2026-03-19T12:37:17
105,1,anonymous,,2026-03-19T12:37:19
106,0,anonymous,,2026-03-19T12:37:19
107,1,anonymous,,2026-03-19T12:37:21
108,0,anonymous,,2026-03-19T12:37:23
109,0,anonymous,,2026-03-19T12:37:24
110,0,anonymous,,2026-03-19T12:37:25
111,0,anonymous,,2026-03-19T12:37:26
112,0,anonymous,,2026-03-19T12:37:27
113,0,anonymous,,2026-03-19T12:37:28
114,1,anonymous,,2026-03-19T12:37:29
115,0,anonymous,,2026-03-19T12:37:30
116,0,anonymous,,2026-03-19T12:37:30
117,3,anonymous,,2026-03-19T12:37:32
118,0,anonymous,,2026-03-19T12:37:33
119,0,anonymous,,2026-03-19T12:37:34
120,1,anonymous,,2026-03-19T12:37:36
121,0,anonymous,,2026-03-19T12:37:36
122,0,anonymous,,2026-03-19T12:37:37
123,3,anonymous,,2026-03-19T12:37:39
124,0,anonymous,,2026-03-19T12:37:40
125,0,anonymous,,2026-03-19T12:37:40
126,2,anonymous,,2026-03-19T12:37:42
127,0,anonymous,,2026-03-19T12:37:42
128,0,anonymous,,2026-03-19T12:37:43
129,1,anonymous,,2026-03-19T12:37:44
130,0,anonymous,,2026-03-19T12:37:44
131,0,anonymous,,2026-03-19T12:37:45
132,1,anonymous,,2026-03-19T12:37:48
133,0,anonymous,,2026-03-19T12:37:49
134,0,anonymous,,2026-03-19T12:37:49
135,1,anonymous,,2026-03-19T12:37:54
136,0,anonymous,,2026-03-19T12:37:55
137,0,anonymous,,2026-03-19T12:37:56
138,1,anonymous,,2026-03-19T12:37:59
139,0,anonymous,,2026-03-19T12:38:00
140,0,anonymous,,2026-03-19T12:38:02
141,2,anonymous,,2026-03-19T12:38:04
142,0,anonymous,,2026-03-19T12:38:04
143,0,anonymous,,2026-03-19T12:38:05
144,3,anonymous,,2026-03-19T12:38:07
145,0,anonymous,,2026-03-19T12:38:07
146,0,anonymous,,2026-03-19T12:38:08
147,2,anonymous,,2026-03-19T12:38:10
148,0,anonymous,,2026-03-19T12:38:10
149,1,anonymous,,2026-03-19T12:38:13
150,0,anonymous,,2026-03-19T12:38:14
151,0,anonymous,,2026-03-19T12:38:17
152,0,anonymous,,2026-03-19T12:38:18
153,1,anonymous,,2026-03-19T12:38:21
154,0,anonymous,,2026-03-19T12:38:22
155,0,anonymous,,2026-03-19T12:38:22
156,2,anonymous,,2026-03-19T12:38:24
157,2,anonymous,,2026-03-19T12:38:26
158,1,anonymous,,2026-03-19T12:38:30
159,0,anonymous,,2026-03-19T12:38:32
160,0,anonymous,,2026-03-19T12:38:33
161,0,anonymous,,2026-03-19T12:38:34
162,1,anonymous,,2026-03-19T12:38:37
163,0,anonymous,,2026-03-19T12:38:38
164,0,anonymous,,2026-03-19T12:38:38
165,2,anonymous,,2026-03-19T12:38:41
166,0,anonymous,,2026-03-19T12:38:42
167,0,anonymous,,2026-03-19T12:38:43
168,1,anonymous,,2026-03-19T12:38:45
169,0,anonymous,,2026-03-19T12:38:46
170,0,anonymous,,2026-03-19T12:38:46
171,3,anonymous,,2026-03-19T12:38:48
172,2,anonymous,,2026-03-19T12:38:50
173,1,anonymous,,2026-03-19T12:38:51
174,1,anonymous,,2026-03-19T12:38:53
175,0,anonymous,,2026-03-19T12:38:54
176,0,anonymous,,2026-03-19T12:38:55
177,0,anonymous,,2026-03-19T12:38:57
178,0,anonymous,,2026-03-19T12:38:58
179,0,anonymous,,2026-03-19T12:38:58
180,1,anonymous,,2026-03-19T12:39:00
181,0,anonymous,,2026-03-19T12:39:01
