pair_id,label,similarity_score,score_hash,score_mse,score_ssim,score_mobilenet,annotator,note,timestamp
1,0,,,,,,anonymous,,2026-04-12T01:22:04
2,0,,,,,,anonymous,,2026-04-12T01:22:04
3,0,,,,,,anonymous,,2026-04-12T01:22:04
4,0,,,,,,anonymous,,2026-04-12T01:22:04
5,0,,,,,,anonymous,,2026-04-12T01:22:05
6,0,,,,,,anonymous,,2026-04-12T01:22:05
7,0,,,,,,anonymous,,2026-04-12T01:22:06
8,0,,,,,,anonymous,,2026-04-12T01:22:06
9,0,,,,,,anonymous,,2026-04-12T01:22:06
10,0,,,,,,anonymous,,2026-04-12T01:22:07
11,0,,,,,,anonymous,,2026-04-12T01:22:07
12,0,,,,,,anonymous,,2026-04-12T01:22:09
